mode,step_index,day,timestamp,abs_timestamp,product,side,price,quantity,fill_type,source_order_price,book_origin,access_source,spread,imbalance,micro_gap,toxicity_bucket,conviction_bucket,spread_bucket,agreement_state,access_added_levels,cash_flow_signed,residual_to_trend,markout
access,23530,1,353000,1353000,ASH_COATED_OSMIUM,BUY,9993,5,passive_resting_fill,9993,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-49965,0.0,-49965.0
access,23567,1,356700,1356700,ASH_COATED_OSMIUM,SELL,10009,9,passive_resting_fill,10009,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,90081,0.0,81.0
access,23586,1,358600,1358600,ASH_COATED_OSMIUM,SELL,10009,3,passive_resting_fill,10009,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,30027,0.0,24.0
access,23614,1,361400,1361400,ASH_COATED_OSMIUM,BUY,9996,6,passive_resting_fill,9996,public,access,15.0,-0.333333,-2.5,high,extreme,normal,agree,1,-59976,0.0,48.0
access,23616,1,361600,1361600,ASH_COATED_OSMIUM,SELL,10005,8,aggressive_cross,10005,public,access,6.0,-0.157895,-0.4737,medium,mild,tight,agree,1,80040,0.0,20.0
access,23632,1,363200,1363200,ASH_COATED_OSMIUM,SELL,10005,8,aggressive_cross,10005,public,access,6.0,-0.111111,-0.3333,low,mild,tight,agree,1,80040,0.0,4.0
access,23634,1,363400,1363400,ASH_COATED_OSMIUM,SELL,10011,2,passive_resting_fill,10011,public,access,15.0,0.395349,2.9651,high,extreme,normal,agree,1,20022,0.0,14.0
access,23655,1,365500,1365500,ASH_COATED_OSMIUM,BUY,9999,3,passive_resting_fill,9999,access,access,14.0,-0.076923,-0.5385,medium,strong,normal,agree,2,-29997,0.0,18.0
access,23671,1,367100,1367100,ASH_COATED_OSMIUM,BUY,10002,8,aggressive_cross,10002,access,access,7.0,0.282051,0.9872,high,strong,tight,agree,1,-80016,0.0,36.0
access,23705,1,370500,1370500,ASH_COATED_OSMIUM,SELL,10005,5,passive_resting_fill,10005,public,access,6.0,-0.333333,-1.0,high,strong,tight,agree,0,50025,0.0,-15.0
access,23705,1,370500,1370500,ASH_COATED_OSMIUM,SELL,10007,5,passive_resting_fill,10007,public,access,6.0,-0.333333,-1.0,high,strong,tight,agree,0,50035,0.0,-5.0
access,23705,1,370500,1370500,ASH_COATED_OSMIUM,SELL,10010,5,aggressive_cross,10010,public,access,6.0,-0.333333,-1.0,high,strong,tight,agree,0,50050,0.0,10.0
access,23755,1,375500,1375500,ASH_COATED_OSMIUM,BUY,9998,4,passive_resting_fill,9998,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-39992,0.0,30.0
access,23756,1,375600,1375600,ASH_COATED_OSMIUM,SELL,10013,3,passive_resting_fill,10013,public,access,15.0,-0.090909,-0.6818,medium,strong,normal,agree,2,30039,0.0,24.0
access,23776,1,377600,1377600,ASH_COATED_OSMIUM,BUY,9997,4,passive_resting_fill,9997,public,access,17.0,-0.166667,-1.4167,high,extreme,wide,agree,1,-39988,0.0,38.0
access,23776,1,377600,1377600,ASH_COATED_OSMIUM,BUY,9995,4,passive_resting_fill,9995,public,access,17.0,-0.166667,-1.4167,high,extreme,wide,agree,1,-39980,0.0,46.0
access,23796,1,379600,1379600,ASH_COATED_OSMIUM,SELL,10004,4,aggressive_cross,10004,public,access,11.0,-0.529412,-2.9118,high,extreme,normal,agree,1,40016,0.0,-6.0
access,23809,1,380900,1380900,ASH_COATED_OSMIUM,BUY,9997,8,passive_resting_fill,9997,access,access,16.0,-0.166667,-1.3333,high,extreme,normal,agree,2,-79976,0.0,76.0
access,23812,1,381200,1381200,ASH_COATED_OSMIUM,SELL,10013,2,passive_resting_fill,10013,public,access,15.0,-0.380952,-2.8571,high,extreme,normal,agree,1,20026,0.0,3.0
access,23812,1,381200,1381200,ASH_COATED_OSMIUM,SELL,10015,2,passive_resting_fill,10015,public,access,15.0,-0.380952,-2.8571,high,extreme,normal,agree,1,20030,0.0,7.0
access,23817,1,381700,1381700,ASH_COATED_OSMIUM,SELL,10007,6,aggressive_cross,10007,public,access,9.0,-0.538462,-2.4231,high,extreme,normal,agree,0,60042,0.0,12.0
access,23830,1,383000,1383000,ASH_COATED_OSMIUM,SELL,10013,6,passive_resting_fill,10013,access,access,15.0,0.153846,1.1538,high,strong,normal,agree,1,60078,0.0,33.0
access,23836,1,383600,1383600,ASH_COATED_OSMIUM,SELL,10007,5,aggressive_cross,10007,public,access,7.0,-0.333333,-1.1667,high,strong,tight,agree,0,50035,0.0,7.5
access,23842,1,384200,1384200,ASH_COATED_OSMIUM,BUY,9999,4,passive_resting_fill,9999,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-39996,0.0,22.0
access,23842,1,384200,1384200,ASH_COATED_OSMIUM,BUY,9997,4,passive_resting_fill,9997,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-39988,0.0,30.0
access,23848,1,384800,1384800,ASH_COATED_OSMIUM,SELL,10005,7,aggressive_cross,10005,public,access,6.0,-0.3,-0.9,medium,strong,tight,agree,0,70035,0.0,3.5
access,23865,1,386500,1386500,ASH_COATED_OSMIUM,SELL,10006,5,aggressive_cross,10006,public,access,6.0,-0.333333,-1.0,high,strong,tight,agree,1,50030,0.0,10.0
access,23898,1,389800,1389800,ASH_COATED_OSMIUM,SELL,10011,10,passive_resting_fill,10011,public,access,15.0,-0.04,-0.3,low,mild,normal,agree,1,100110,0.0,50.0
access,23898,1,389800,1389800,ASH_COATED_OSMIUM,SELL,10013,6,passive_resting_fill,10013,public,access,15.0,-0.04,-0.3,low,mild,normal,agree,1,60078,0.0,42.0
access,23899,1,389900,1389900,ASH_COATED_OSMIUM,BUY,9999,7,passive_resting_fill,9999,public,access,18.0,0.368421,3.3158,high,extreme,wide,agree,1,-69993,0.0,42.0
access,23899,1,389900,1389900,ASH_COATED_OSMIUM,BUY,9997,7,passive_resting_fill,9997,public,access,18.0,0.368421,3.3158,high,extreme,wide,agree,1,-69979,0.0,56.0
access,23904,1,390400,1390400,ASH_COATED_OSMIUM,BUY,9999,9,passive_resting_fill,9999,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-89991,0.0,63.0
access,23904,1,390400,1390400,ASH_COATED_OSMIUM,BUY,9997,7,passive_resting_fill,9997,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-69979,0.0,63.0
access,23913,1,391300,1391300,ASH_COATED_OSMIUM,BUY,9999,4,passive_resting_fill,9999,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-39996,0.0,32.0
access,23913,1,391300,1391300,ASH_COATED_OSMIUM,BUY,9997,4,passive_resting_fill,9997,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-39988,0.0,40.0
access,23925,1,392500,1392500,ASH_COATED_OSMIUM,SELL,10011,5,passive_resting_fill,10011,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,50055,0.0,32.5
access,23925,1,392500,1392500,ASH_COATED_OSMIUM,SELL,10013,5,passive_resting_fill,10013,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,50065,0.0,42.5
access,23938,1,393800,1393800,ASH_COATED_OSMIUM,BUY,10001,8,aggressive_cross,10001,public,access,6.0,0.181818,0.5455,medium,strong,tight,agree,0,-80008,0.0,24.0
access,23947,1,394700,1394700,ASH_COATED_OSMIUM,BUY,10002,4,aggressive_cross,10002,public,access,6.0,0.375,1.125,high,strong,tight,agree,0,-40008,0.0,10.0
access,23949,1,394900,1394900,ASH_COATED_OSMIUM,SELL,10002,2,aggressive_cross,10002,public,access,9.0,-0.764706,-3.4412,high,extreme,normal,agree,1,20004,0.0,-5.0
access,24005,1,400500,1400500,ASH_COATED_OSMIUM,SELL,10002,2,aggressive_cross,10002,public,access,10.0,-0.866667,-4.3333,high,extreme,normal,agree,1,20004,0.0,-4.0
access,24014,1,401400,1401400,ASH_COATED_OSMIUM,SELL,10006,5,aggressive_cross,10006,public,access,6.0,-0.5,-1.5,high,extreme,tight,agree,0,50030,0.0,12.5
access,24017,1,401700,1401700,ASH_COATED_OSMIUM,SELL,10010,2,passive_resting_fill,10010,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,20020,0.0,17.0
access,24026,1,402600,1402600,ASH_COATED_OSMIUM,BUY,9997,5,passive_resting_fill,9997,public,access,15.0,-0.04,-0.3,low,mild,normal,agree,1,-49985,0.0,30.0
access,24026,1,402600,1402600,ASH_COATED_OSMIUM,BUY,9995,4,passive_resting_fill,9995,public,access,15.0,-0.04,-0.3,low,mild,normal,agree,1,-39980,0.0,32.0
access,24054,1,405400,1405400,ASH_COATED_OSMIUM,BUY,9997,2,passive_resting_fill,9997,public,access,0.0,0.0,0.0,low,mild,tight,agree,0,-19994,0.0,13.0
access,24054,1,405400,1405400,ASH_COATED_OSMIUM,BUY,9995,2,passive_resting_fill,9995,public,access,0.0,0.0,0.0,low,mild,tight,agree,0,-19990,0.0,17.0
access,24074,1,407400,1407400,ASH_COATED_OSMIUM,SELL,10009,8,passive_resting_fill,10009,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,80072,0.0,48.0
access,24092,1,409200,1409200,ASH_COATED_OSMIUM,BUY,9999,7,aggressive_cross,9999,public,access,6.0,0.333333,1.0,high,strong,tight,agree,0,-69993,0.0,10.5
access,24095,1,409500,1409500,ASH_COATED_OSMIUM,BUY,9999,7,aggressive_cross,9999,public,access,6.0,0.222222,0.6667,medium,strong,tight,agree,0,-69993,0.0,14.0
access,24128,1,412800,1412800,ASH_COATED_OSMIUM,BUY,9995,4,passive_resting_fill,9995,public,access,18.0,0.388889,3.5,high,extreme,wide,agree,1,-39980,0.0,22.0
access,24128,1,412800,1412800,ASH_COATED_OSMIUM,BUY,9993,4,passive_resting_fill,9993,public,access,18.0,0.388889,3.5,high,extreme,wide,agree,1,-39972,0.0,30.0
access,24142,1,414200,1414200,ASH_COATED_OSMIUM,SELL,10007,6,passive_resting_fill,10007,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,60042,0.0,42.0
access,24160,1,416000,1416000,ASH_COATED_OSMIUM,BUY,9992,6,passive_resting_fill,9992,public,access,15.0,0.235294,1.7647,high,extreme,normal,agree,1,-59952,0.0,33.0
access,24160,1,416000,1416000,ASH_COATED_OSMIUM,BUY,9990,6,passive_resting_fill,9990,public,access,15.0,0.235294,1.7647,high,extreme,normal,agree,1,-59940,0.0,45.0
access,24230,1,423000,1423000,ASH_COATED_OSMIUM,SELL,9999,4,aggressive_cross,9999,public,access,13.0,-0.642857,-4.1786,high,extreme,normal,agree,0,39996,0.0,-18.0
access,24239,1,423900,1423900,ASH_COATED_OSMIUM,SELL,10004,7,aggressive_cross,10004,public,access,7.0,-0.3,-1.05,high,strong,tight,agree,0,70028,0.0,3.5
access,24249,1,424900,1424900,ASH_COATED_OSMIUM,BUY,9997,6,passive_resting_fill,9997,public,access,18.0,-0.037037,-0.3333,low,mild,wide,agree,1,-59982,0.0,36.0
access,24249,1,424900,1424900,ASH_COATED_OSMIUM,BUY,9995,6,passive_resting_fill,9995,public,access,18.0,-0.037037,-0.3333,low,mild,wide,agree,1,-59970,0.0,48.0
access,24252,1,425200,1425200,ASH_COATED_OSMIUM,SELL,10010,6,passive_resting_fill,10010,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,60060,0.0,33.0
access,24258,1,425800,1425800,ASH_COATED_OSMIUM,BUY,9998,7,passive_resting_fill,9998,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-69986,0.0,42.0
access,24258,1,425800,1425800,ASH_COATED_OSMIUM,BUY,9996,7,passive_resting_fill,9996,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-69972,0.0,56.0
access,24280,1,428000,1428000,ASH_COATED_OSMIUM,SELL,10005,8,aggressive_cross,10005,public,access,7.0,-0.238095,-0.8333,medium,strong,tight,agree,0,80040,0.0,16.0
access,24288,1,428800,1428800,ASH_COATED_OSMIUM,SELL,10000,4,aggressive_cross,10000,public,access,11.0,-0.444444,-2.4444,high,extreme,normal,agree,0,40000,0.0,12.0
access,24298,1,429800,1429800,ASH_COATED_OSMIUM,SELL,10005,6,aggressive_cross,10005,public,access,6.0,-0.428571,-1.2857,high,extreme,tight,agree,0,60030,0.0,9.0
access,24303,1,430300,1430300,ASH_COATED_OSMIUM,SELL,10011,4,passive_resting_fill,10011,access,access,15.0,0.130435,0.9783,high,strong,normal,agree,1,40044,0.0,22.0
access,24333,1,433300,1433300,ASH_COATED_OSMIUM,SELL,10002,5,aggressive_cross,10002,public,access,13.0,-0.642857,-4.1786,high,extreme,normal,agree,0,50010,0.0,-12.5
access,24337,1,433700,1433700,ASH_COATED_OSMIUM,BUY,9998,6,passive_resting_fill,9998,access,access,14.0,-0.2,-1.4,high,extreme,normal,agree,2,-59988,0.0,51.0
access,24340,1,434000,1434000,ASH_COATED_OSMIUM,SELL,10003,5,aggressive_cross,10003,public,access,10.0,-0.411765,-2.0588,high,extreme,normal,agree,0,50015,0.0,-7.5
access,24356,1,435600,1435600,ASH_COATED_OSMIUM,BUY,9996,3,passive_resting_fill,9996,public,access,18.0,0.380952,3.4286,high,extreme,wide,agree,1,-29988,0.0,22.5
access,24356,1,435600,1435600,ASH_COATED_OSMIUM,BUY,9994,3,passive_resting_fill,9994,public,access,18.0,0.380952,3.4286,high,extreme,wide,agree,1,-29982,0.0,28.5
access,24367,1,436700,1436700,ASH_COATED_OSMIUM,SELL,10001,5,aggressive_cross,10001,public,access,10.0,-0.411765,-2.0588,high,extreme,normal,agree,0,50005,0.0,-5.0
access,24368,1,436800,1436800,ASH_COATED_OSMIUM,SELL,10001,4,aggressive_cross,10001,public,access,11.0,-0.375,-2.0625,high,extreme,normal,agree,0,40004,0.0,2.0
access,24391,1,439100,1439100,ASH_COATED_OSMIUM,SELL,10009,5,passive_resting_fill,10009,access,access,17.0,0.066667,0.5667,medium,strong,wide,agree,2,50045,0.0,50.0
access,24398,1,439800,1439800,ASH_COATED_OSMIUM,SELL,10006,7,passive_resting_fill,10006,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,70042,0.0,42.0
access,24405,1,440500,1440500,ASH_COATED_OSMIUM,SELL,10006,3,passive_resting_fill,10006,public,access,18.0,0.333333,3.0,high,extreme,wide,agree,0,30018,0.0,27.0
access,24405,1,440500,1440500,ASH_COATED_OSMIUM,SELL,10008,3,passive_resting_fill,10008,public,access,18.0,0.333333,3.0,high,extreme,wide,agree,0,30024,0.0,33.0
access,24409,1,440900,1440900,ASH_COATED_OSMIUM,BUY,9994,2,passive_resting_fill,9994,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-19988,0.0,12.0
access,24419,1,441900,1441900,ASH_COATED_OSMIUM,BUY,9999,7,aggressive_cross,9999,public,access,6.0,0.263158,0.7895,medium,strong,tight,agree,1,-69993,0.0,14.0
access,24423,1,442300,1442300,ASH_COATED_OSMIUM,SELL,10008,6,passive_resting_fill,10008,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,60048,0.0,51.0
access,24432,1,443200,1443200,ASH_COATED_OSMIUM,SELL,10008,4,passive_resting_fill,10008,public,access,15.0,0.2,1.5,high,extreme,normal,agree,1,40032,0.0,22.0
access,24440,1,444000,1444000,ASH_COATED_OSMIUM,SELL,10004,8,aggressive_cross,10004,public,access,5.0,-0.2,-0.5,medium,strong,tight,agree,1,80032,0.0,12.0
access,24442,1,444200,1444200,ASH_COATED_OSMIUM,SELL,10008,10,passive_resting_fill,10008,public,access,16.0,0.0,0.0,low,mild,normal,agree,2,100080,0.0,65.0
access,24442,1,444200,1444200,ASH_COATED_OSMIUM,SELL,10010,6,passive_resting_fill,10010,public,access,16.0,0.0,0.0,low,mild,normal,agree,2,60060,0.0,51.0
access,24450,1,445000,1445000,ASH_COATED_OSMIUM,SELL,10009,8,passive_resting_fill,10009,public,access,18.0,0.435897,3.9231,high,extreme,wide,agree,0,80072,0.0,60.0
access,24480,1,448000,1448000,ASH_COATED_OSMIUM,BUY,10000,7,aggressive_cross,10000,public,access,18.0,0.263158,2.3684,high,extreme,wide,agree,1,-70000,0.0,91.0
access,24491,1,449100,1449100,ASH_COATED_OSMIUM,BUY,9997,8,passive_resting_fill,9997,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-79976,0.0,60.0
access,24510,1,451000,1451000,ASH_COATED_OSMIUM,BUY,9993,5,passive_resting_fill,9993,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-49965,0.0,32.5
access,24520,1,452000,1452000,ASH_COATED_OSMIUM,BUY,9993,5,passive_resting_fill,9993,public,access,15.0,0.333333,2.5,high,extreme,normal,agree,1,-49965,0.0,30.0
access,24520,1,452000,1452000,ASH_COATED_OSMIUM,BUY,9991,5,passive_resting_fill,9991,public,access,15.0,0.333333,2.5,high,extreme,normal,agree,1,-49955,0.0,40.0
access,24523,1,452300,1452300,ASH_COATED_OSMIUM,SELL,10004,7,passive_resting_fill,10004,public,access,15.0,0.395349,2.9651,high,extreme,normal,agree,1,70028,0.0,91.0
access,24523,1,452300,1452300,ASH_COATED_OSMIUM,SELL,10006,7,passive_resting_fill,10006,public,access,15.0,0.395349,2.9651,high,extreme,normal,agree,1,70042,0.0,105.0
access,24530,1,453000,1453000,ASH_COATED_OSMIUM,BUY,9996,8,aggressive_cross,9996,public,access,6.0,0.111111,0.3333,low,mild,tight,agree,0,-79968,0.0,-64.0
access,24534,1,453400,1453400,ASH_COATED_OSMIUM,BUY,9996,2,passive_resting_fill,9996,public,access,18.0,0.076923,0.6923,medium,strong,wide,agree,1,-19992,0.0,9.0
access,24540,1,454000,1454000,ASH_COATED_OSMIUM,BUY,10000,2,aggressive_cross,10000,public,access,12.0,0.846154,5.0769,high,extreme,normal,agree,0,-20000,0.0,-1.0
access,24559,1,455900,1455900,ASH_COATED_OSMIUM,BUY,9995,10,aggressive_cross,9995,public,access,6.0,0.090909,0.2727,low,mild,tight,agree,0,-99950,0.0,50.0
access,24562,1,456200,1456200,ASH_COATED_OSMIUM,SELL,10004,4,passive_resting_fill,10004,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,40016,0.0,20.0
access,24562,1,456200,1456200,ASH_COATED_OSMIUM,SELL,10006,4,passive_resting_fill,10006,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,40024,0.0,28.0
access,24565,1,456500,1456500,ASH_COATED_OSMIUM,BUY,10000,4,aggressive_cross,10000,public,access,10.0,0.555556,2.7778,high,extreme,normal,agree,0,-40000,0.0,-4.0
access,24586,1,458600,1458600,ASH_COATED_OSMIUM,SELL,10005,6,passive_resting_fill,10005,public,access,15.0,0.395349,2.9651,high,extreme,normal,agree,2,60030,0.0,42.0
access,24593,1,459300,1459300,ASH_COATED_OSMIUM,BUY,9999,8,aggressive_cross,9999,access,access,8.0,0.166667,0.6667,medium,strong,tight,agree,1,-79992,0.0,0.0
access,24624,1,462400,1462400,ASH_COATED_OSMIUM,SELL,10001,6,aggressive_cross,10001,public,access,7.0,-0.368421,-1.2895,high,extreme,tight,agree,0,60006,0.0,6.0
access,24637,1,463700,1463700,ASH_COATED_OSMIUM,BUY,9998,8,aggressive_cross,9998,public,access,6.0,0.272727,0.8182,medium,strong,tight,agree,1,-79984,0.0,8.0
access,24641,1,464100,1464100,ASH_COATED_OSMIUM,SELL,10006,6,passive_resting_fill,10006,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,60036,0.0,33.0
access,24647,1,464700,1464700,ASH_COATED_OSMIUM,BUY,10001,2,aggressive_cross,10001,public,access,9.0,0.733333,3.3,high,extreme,normal,agree,0,-20002,0.0,3.0
access,24657,1,465700,1465700,ASH_COATED_OSMIUM,SELL,10005,6,passive_resting_fill,10005,public,access,19.0,-0.428571,-4.0714,high,extreme,wide,agree,0,60030,0.0,18.0
access,24657,1,465700,1465700,ASH_COATED_OSMIUM,SELL,10007,6,passive_resting_fill,10007,public,access,19.0,-0.428571,-4.0714,high,extreme,wide,agree,0,60042,0.0,30.0
access,24677,1,467700,1467700,ASH_COATED_OSMIUM,BUY,9995,15,aggressive_cross,9995,access,access,4.0,-0.111111,-0.2222,low,mild,tight,agree,2,-149925,0.0,60.0
access,24678,1,467800,1467800,ASH_COATED_OSMIUM,SELL,9994,7,passive_resting_fill,9994,public,access,7.0,-0.466667,-1.6333,high,extreme,tight,agree,0,69958,0.0,-3.5
access,24678,1,467800,1467800,ASH_COATED_OSMIUM,SELL,9996,7,passive_resting_fill,9996,public,access,7.0,-0.466667,-1.6333,high,extreme,tight,agree,0,69972,0.0,10.5
access,24681,1,468100,1468100,ASH_COATED_OSMIUM,BUY,9992,8,passive_resting_fill,9992,access,access,15.0,0.375,2.8125,high,extreme,normal,agree,2,-79936,0.0,64.0
access,24683,1,468300,1468300,ASH_COATED_OSMIUM,BUY,9997,4,aggressive_cross,9997,public,access,5.0,0.428571,1.0714,high,strong,tight,agree,1,-39988,0.0,6.0
access,24713,1,471300,1471300,ASH_COATED_OSMIUM,BUY,9998,10,aggressive_cross,9998,public,access,5.0,0.090909,0.2273,low,mild,tight,agree,0,-99980,0.0,35.0
access,24719,1,471900,1471900,ASH_COATED_OSMIUM,SELL,10008,6,passive_resting_fill,10008,public,access,15.0,-0.2,-1.5,high,extreme,normal,agree,1,60048,0.0,51.0
access,24724,1,472400,1472400,ASH_COATED_OSMIUM,BUY,9993,3,passive_resting_fill,9993,public,access,15.0,-0.351351,-2.6351,high,extreme,normal,agree,1,-29979,0.0,18.0
access,24766,1,476600,1476600,ASH_COATED_OSMIUM,SELL,10005,5,passive_resting_fill,10005,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,50025,0.0,65.0
access,24771,1,477100,1477100,ASH_COATED_OSMIUM,BUY,9998,3,aggressive_cross,9998,public,access,12.0,0.75,4.5,high,extreme,normal,agree,0,-29994,0.0,1.5
access,24787,1,478700,1478700,ASH_COATED_OSMIUM,BUY,9994,2,passive_resting_fill,9994,public,access,18.0,0.235294,2.1176,high,extreme,wide,agree,0,-19988,0.0,5.0
access,24789,1,478900,1478900,ASH_COATED_OSMIUM,BUY,9999,4,aggressive_cross,9999,public,access,10.0,0.466667,2.3333,high,extreme,normal,agree,0,-39996,0.0,-4.0
access,24798,1,479800,1479800,ASH_COATED_OSMIUM,BUY,9990,2,passive_resting_fill,9990,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-19980,0.0,7.0
access,24798,1,479800,1479800,ASH_COATED_OSMIUM,BUY,9988,2,passive_resting_fill,9988,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-19976,0.0,11.0
access,24819,1,481900,1481900,ASH_COATED_OSMIUM,BUY,9996,3,aggressive_cross,9996,public,access,12.0,0.8125,4.875,high,extreme,normal,agree,1,-29988,0.0,-6.0
access,24823,1,482300,1482300,ASH_COATED_OSMIUM,BUY,9997,3,aggressive_cross,9997,public,access,9.0,0.666667,3.0,high,extreme,normal,agree,0,-29991,0.0,-3.0
access,24828,1,482800,1482800,ASH_COATED_OSMIUM,BUY,9989,5,passive_resting_fill,9989,public,access,20.0,-0.487179,-4.8718,high,extreme,wide,agree,1,-49945,0.0,30.0
access,24828,1,482800,1482800,ASH_COATED_OSMIUM,BUY,9987,5,passive_resting_fill,9987,public,access,20.0,-0.487179,-4.8718,high,extreme,wide,agree,1,-49935,0.0,40.0
access,24829,1,482900,1482900,ASH_COATED_OSMIUM,BUY,9987,5,passive_resting_fill,9987,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-49935,0.0,7.5
access,24834,1,483400,1483400,ASH_COATED_OSMIUM,BUY,9992,7,aggressive_cross,9992,public,access,7.0,0.533333,1.8667,high,extreme,tight,agree,1,-69944,0.0,21.0
access,24867,1,486700,1486700,ASH_COATED_OSMIUM,BUY,9995,2,aggressive_cross,9995,public,access,9.0,0.733333,3.3,high,extreme,normal,agree,0,-19990,0.0,-6.0
access,24874,1,487400,1487400,ASH_COATED_OSMIUM,SELL,10000,3,passive_resting_fill,10000,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,30000,0.0,21.0
access,24879,1,487900,1487900,ASH_COATED_OSMIUM,BUY,9986,5,passive_resting_fill,9986,access,access,14.0,-0.3,-2.1,high,extreme,normal,agree,2,-49930,0.0,17.5
access,24897,1,489700,1489700,ASH_COATED_OSMIUM,SELL,10001,7,passive_resting_fill,10001,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,70007,0.0,38.5
access,24930,1,493000,1493000,ASH_COATED_OSMIUM,BUY,9996,3,aggressive_cross,9996,public,access,9.0,0.647059,2.9118,high,extreme,normal,agree,0,-29988,0.0,1.5
access,24939,1,493900,1493900,ASH_COATED_OSMIUM,SELL,9997,8,aggressive_cross,9997,public,access,6.0,-0.130435,-0.3913,medium,mild,tight,agree,0,79976,0.0,-24.0
access,24944,1,494400,1494400,ASH_COATED_OSMIUM,SELL,9997,6,aggressive_cross,9997,public,access,6.0,-0.25,-0.75,medium,strong,tight,agree,0,59982,0.0,18.0
access,24945,1,494500,1494500,ASH_COATED_OSMIUM,SELL,10002,3,passive_resting_fill,10002,access,access,14.0,0.038462,0.2692,low,mild,normal,agree,2,30006,0.0,22.5
access,24988,1,498800,1498800,ASH_COATED_OSMIUM,SELL,9996,4,aggressive_cross,9996,public,access,7.0,-0.428571,-1.5,high,extreme,tight,agree,0,39984,0.0,0.0
access,24989,1,498900,1498900,ASH_COATED_OSMIUM,BUY,9988,8,passive_resting_fill,9988,public,access,19.0,-0.421053,-4.0,high,extreme,wide,agree,0,-79904,0.0,56.0
access,25002,1,500200,1500200,ASH_COATED_OSMIUM,BUY,9989,4,passive_resting_fill,9989,public,access,15.0,-0.692308,-5.1923,high,extreme,normal,agree,1,-39956,0.0,26.0
access,25002,1,500200,1500200,ASH_COATED_OSMIUM,BUY,9987,4,passive_resting_fill,9987,public,access,15.0,-0.692308,-5.1923,high,extreme,normal,agree,1,-39948,0.0,34.0
access,25019,1,501900,1501900,ASH_COATED_OSMIUM,SELL,9998,4,aggressive_cross,9998,public,access,6.0,-0.368421,-1.1053,high,strong,tight,agree,0,39992,0.0,2.0
access,25029,1,502900,1502900,ASH_COATED_OSMIUM,SELL,10003,2,passive_resting_fill,10003,public,access,15.0,-0.043478,-0.3261,low,mild,normal,agree,1,20006,0.0,32.0
access,25029,1,502900,1502900,ASH_COATED_OSMIUM,SELL,10005,2,passive_resting_fill,10005,public,access,15.0,-0.043478,-0.3261,low,mild,normal,agree,1,20010,0.0,36.0
access,25031,1,503100,1503100,ASH_COATED_OSMIUM,BUY,9994,5,aggressive_cross,9994,public,access,5.0,0.444444,1.1111,high,strong,tight,agree,0,-49970,0.0,60.0
access,25033,1,503300,1503300,ASH_COATED_OSMIUM,SELL,10003,2,passive_resting_fill,10003,public,access,15.0,-0.166667,-1.25,high,extreme,normal,agree,2,20006,0.0,26.0
access,25112,1,511200,1511200,ASH_COATED_OSMIUM,BUY,9992,4,passive_resting_fill,9992,public,access,15.0,0.333333,2.5,high,extreme,normal,agree,2,-39968,0.0,30.0
access,25117,1,511700,1511700,ASH_COATED_OSMIUM,SELL,10007,6,passive_resting_fill,10007,access,access,15.0,-0.435897,-3.2692,high,extreme,normal,agree,1,60042,0.0,42.0
access,25128,1,512800,1512800,ASH_COATED_OSMIUM,BUY,9994,7,passive_resting_fill,9994,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-69958,0.0,52.5
access,25163,1,516300,1516300,ASH_COATED_OSMIUM,SELL,10011,5,passive_resting_fill,10011,public,access,15.0,0.354839,2.6613,high,extreme,normal,agree,1,50055,0.0,50.0
access,25174,1,517400,1517400,ASH_COATED_OSMIUM,SELL,10005,2,passive_resting_fill,10005,public,access,18.0,0.380952,3.4286,high,extreme,wide,agree,0,20010,0.0,4.0
